ID,age,sex,n_child,HH_income,married,race,education,state,cluster
20131211130667,15,1,1,12500,0,asian,Did not graduate from HS,Florida,Cluster 3
20131212131641,52,1,2,50000,1,white,HS,Florida,Cluster 5
20140111130585,15,1,2,10000,0,white,Did not graduate from HS,Virginia,Cluster 4
20140112130763,55,2,0,60000,0,white,Some college,Pennsylvania,Cluster 2
20140112131460,30,2,3,0,0,black,Some college,Connecticut,Cluster 6
20140112131813,80,2,0,35000,1,white,HS,Wisconsin,Cluster 1
20140201140731,77,1,1,25000,0,white,HS,Pennsylvania,Cluster 1
20140201141316,66,1,0,60000,1,white,Bachelors,Arkansas,Cluster 3
20140201141873,25,1,0,100000,0,asian,Bachelors,Florida,Cluster 4
20140212131504,59,1,0,30000,0,black,Some college,Wisconsin,Cluster 3
20140301142243,15,2,3,150000,0,white,Did not graduate from HS,Texas,Cluster 3
20140302140515,71,2,0,30000,1,white,HS,Texas,Cluster 1
20140302140553,47,2,1,25000,0,black,Some college,Mississippi,Cluster 4
20140302140786,69,2,0,30000,1,white,Masters,Missouri,Cluster 3
20140302141041,76,1,0,25000,1,white,Did not graduate from HS,New York,Cluster 1
20140303141102,85,2,0,20000,0,white,Some college,Florida,Cluster 3
20140402141448,35,1,3,25000,1,black,HS,Ohio,Cluster 1
20140403142200,19,2,0,75000,0,white,HS,New Jersey,Cluster 1
20140503140711,19,1,0,0,0,white,HS,Wisconsin,Cluster 2
20140504141239,23,2,0,150000,0,white,Bachelors,Massachusetts,Cluster 4
20140504142359,17,1,1,60000,0,white,Did not graduate from HS,Texas,Cluster 4
20140605141130,71,2,0,100000,1,white,Bachelors,Massachusetts,Cluster 6
20140606141021,42,1,2,150000,1,white,Bachelors,South Carolina,Cluster 5
20140606141098,33,1,4,40000,1,white,HS,Illinois,Cluster 2
20140706140057,45,1,0,50000,0,white,HS,Georgia,Cluster 2
20140706140818,21,1,0,35000,0,black,Some college,Pennsylvania,Cluster 2
20140706141830,59,1,0,100000,1,white,HS,New York,Cluster 5
20140806140773,17,2,1,150000,0,asian,Did not graduate from HS,California,Cluster 1
20140807140505,47,1,2,100000,1,white,Some college,Michigan,Cluster 2
20140907141304,15,1,1,60000,0,white,Did not graduate from HS,Kentucky,Cluster 4
20140908140519,57,2,0,10000,0,white,HS,Iowa,Cluster 6
20140908140710,63,2,0,75000,0,white,Bachelors,Texas,Cluster 2
20140908140956,65,2,0,30000,0,white,Some college,Florida,Cluster 3
20140908141753,36,2,5,10000,0,white,Did not graduate from HS,Oregon,Cluster 3
20140908142352,41,1,1,40000,0,black,Bachelors,Arizona,Cluster 5
20141008140659,18,1,0,50000,0,black,Did not graduate from HS,Texas,Cluster 4
20141009141368,34,2,4,0,0,black,Some college,Connecticut,Cluster 1
20141009141599,45,2,1,40000,1,white,HS,California,Cluster 3
20141009142135,69,1,0,30000,0,white,HS,Pennsylvania,Cluster 1
20141009142237,15,1,2,100000,0,white,Did not graduate from HS,Texas,Cluster 4
20141110141186,46,2,0,15000,0,white,Did not graduate from HS,California,Cluster 1
20141110141450,49,2,0,75000,1,white,HS,Colorado,Cluster 3
20141110142334,58,2,0,75000,1,white,HS,Kansas,Cluster 6
20141211140054,62,1,0,40000,0,white,HS,Florida,Cluster 3
20141211141458,53,1,0,20000,1,white,Did not graduate from HS,Kentucky,Cluster 1
20141211142165,57,1,0,40000,1,white,Some college,Indiana,Cluster 1
20141211142199,21,1,1,50000,0,white,HS,New Jersey,Cluster 5
20141212140005,29,1,2,0,0,black,HS,Arizona,Cluster 1
20150101150794,19,2,0,100000,0,white,Some college,Missouri,Cluster 4
20150112140804,17,1,2,20000,0,white,Did not graduate from HS,Indiana,Cluster 4
20150112141736,35,2,2,150000,1,asian,Bachelors,Maryland,Cluster 6
20150201150568,56,1,0,20000,1,white,HS,Michigan,Cluster 6
20150302151881,42,1,2,60000,0,white,Bachelors,California,Cluster 5
20150302152272,27,2,1,25000,1,white,Bachelors,Florida,Cluster 5
20150303151461,38,2,1,150000,1,white,Bachelors,Michigan,Cluster 6
20150403150990,35,2,3,30000,0,white,Did not graduate from HS,Oklahoma,Cluster 6
20150403151632,36,2,0,60000,0,white,Masters,Massachusetts,Cluster 5
20150403152236,45,2,0,75000,0,white,Masters,Florida,Cluster 5
20150503152437,17,2,7,75000,0,white,Did not graduate from HS,Idaho,Cluster 4
20150504151244,73,2,0,75000,1,white,Masters,Virginia,Cluster 6
20150504151414,79,2,0,50000,1,white,HS,New York,Cluster 6
20150504152275,66,2,0,50000,0,white,HS,Oregon,Cluster 1
20150504152299,37,2,1,150000,1,white,Bachelors,Washington,Cluster 5
20150605151213,23,2,1,10000,1,other,HS,California,Cluster 6
20150807150512,17,2,2,50000,0,black,Did not graduate from HS,Florida,Cluster 2
20150807150830,48,1,1,100000,1,white,Bachelors,North Carolina,Cluster 5
20150807151229,85,1,0,50000,1,white,Bachelors,California,Cluster 3
20150807151455,28,1,0,100000,0,white,Some college,Utah,Cluster 3
20150807151810,65,1,0,40000,1,white,Masters,Washington,Cluster 3
20150907150961,80,2,0,100000,0,white,HS,Illinois,Cluster 1
20150907151577,24,1,2,25000,1,white,Did not graduate from HS,Florida,Cluster 5
20150908152512,22,1,1,30000,0,white,Some college,California,Cluster 6
20151009151990,29,1,0,50000,0,white,HS,Virginia,Cluster 5
20151009152165,29,1,0,60000,0,white,Doctoral,Arizona,Cluster 5
20151110150543,68,2,0,75000,0,white,Some college,Florida,Cluster 3
20151111151859,28,2,1,60000,0,white,HS,Virginia,Cluster 1
20151210150063,55,1,0,40000,0,white,Some college,Michigan,Cluster 1
20151210152420,37,2,0,40000,0,white,Bachelors,Texas,Cluster 5
20151211150732,34,2,4,10000,0,black,Did not graduate from HS,Minnesota,Cluster 4
20151211150933,24,2,0,50000,0,white,Bachelors,Alabama,Cluster 1
20151211151059,71,1,0,10000,0,black,Did not graduate from HS,Texas,Cluster 1
20151211152031,70,1,0,60000,0,white,Masters,New York,Cluster 3
20151211152257,66,2,0,100000,1,white,Masters,Texas,Cluster 6
20151212152155,44,1,0,5000,0,black,Did not graduate from HS,Virginia,Cluster 2
20160101161190,26,1,0,15000,0,other,Some college,California,Cluster 2
20160101161462,58,1,0,60000,0,white,Some college,New York,Cluster 2
20160112151467,28,1,0,40000,0,white,Some college,Oregon,Cluster 5
20160201160629,69,1,0,20000,1,white,Some college,South Carolina,Cluster 3
20160201160890,48,2,4,60000,1,white,Did not graduate from HS,Washington,Cluster 1
20160201161745,33,2,2,75000,1,white,Masters,Texas,Cluster 6
20160202160826,80,2,0,25000,1,white,Did not graduate from HS,Wisconsin,Cluster 3
20160212150926,42,1,0,25000,1,white,HS,Washington,Cluster 5
20160301161774,24,1,0,100000,0,white,Bachelors,Indiana,Cluster 2
20160301162212,22,2,2,20000,0,white,Some college,North Carolina,Cluster 2
20160302160861,33,1,2,35000,1,black,HS,Wisconsin,Cluster 2
20160302161194,15,1,2,100000,0,white,Did not graduate from HS,Texas,Cluster 4
20160302161657,31,2,1,60000,1,white,Masters,Virginia,Cluster 5
20160401161479,35,1,2,25000,1,white,HS,California,Cluster 5
20160402161262,57,2,0,150000,0,white,Bachelors,New Jersey,Cluster 5
20160402162319,61,2,0,7500,0,black,HS,Ohio,Cluster 3
20160403161069,70,2,0,20000,1,white,Did not graduate from HS,California,Cluster 3
20160403161118,55,2,1,60000,0,white,Some college,California,Cluster 3
20160403161774,32,2,4,50000,1,white,HS,Kansas,Cluster 6
20160403162230,19,2,3,60000,0,asian,HS,Texas,Cluster 4
20160504160539,63,2,0,25000,0,white,Bachelors,California,Cluster 2
20160504161796,75,1,0,20000,1,white,Some college,Pennsylvania,Cluster 3
20160505161532,74,2,0,30000,0,white,HS,Nevada,Cluster 3
20160605160080,20,2,3,75000,0,white,HS,Mississippi,Cluster 2
20160605161036,65,2,0,40000,1,white,Some college,Texas,Cluster 1
20160605161584,40,2,3,30000,1,white,Some college,Nebraska,Cluster 5
20160706160770,27,1,0,100000,1,white,Bachelors,Tennessee,Cluster 3
20160706161181,32,1,0,60000,0,black,Bachelors,Maryland,Cluster 2
20160706162276,74,2,0,40000,0,white,HS,Pennsylvania,Cluster 3
20160807160881,25,1,2,75000,0,white,Some college,Minnesota,Cluster 2
20160807162209,15,1,5,40000,0,white,Did not graduate from HS,Texas,Cluster 4
20160908160655,47,1,0,60000,0,white,Bachelors,Texas,Cluster 5
20160908160762,16,1,3,20000,0,white,Did not graduate from HS,Texas,Cluster 4
20160908161340,52,1,0,15000,1,white,Bachelors,Texas,Cluster 5
20160908161364,33,1,1,150000,1,white,Bachelors,California,Cluster 5
20160908162391,23,2,0,100000,1,white,Bachelors,Florida,Cluster 2
20160908162485,57,2,0,75000,1,white,Some college,Minnesota,Cluster 3
20161009160764,15,2,1,20000,0,white,Did not graduate from HS,New Mexico,Cluster 4
20161010161329,18,2,0,12500,0,white,HS,Kentucky,Cluster 4
20161010162430,63,2,0,75000,1,white,Masters,Georgia,Cluster 6
20161209161125,34,1,0,100000,0,white,Some college,Michigan,Cluster 2
20161210162037,32,2,1,100000,0,white,Some college,Oregon,Cluster 6
20161211161077,78,1,0,60000,1,white,Masters,New Jersey,Cluster 6
20161211162229,18,1,1,75000,0,white,Some college,Illinois,Cluster 5
20161211162429,15,2,1,100000,0,white,Did not graduate from HS,Idaho,Cluster 1
20170112160052,47,1,0,100000,0,asian,Bachelors,South Carolina,Cluster 5
20170112161405,18,1,3,15000,0,black,Did not graduate from HS,Mississippi,Cluster 3
20170201170814,63,2,0,75000,1,black,Some college,California,Cluster 3
20170201171390,36,1,3,100000,1,white,Masters,Wisconsin,Cluster 5
20170201171486,33,2,0,15000,0,other,Did not graduate from HS,New York,Cluster 3
20170301171985,22,1,0,100000,0,white,Some college,Ohio,Cluster 5
20170302170065,37,2,2,100000,1,white,NA,Texas,Cluster 5
20170302172144,26,1,0,30000,0,white,Some college,Washington,Cluster 4
20170303171310,40,2,0,50000,1,white,Some college,Montana,Cluster 1
20170402171887,47,2,2,150000,1,asian,Doctoral,California,Cluster 6
20170403170547,35,1,0,30000,0,asian,Some college,Florida,Cluster 2
20170403170609,42,1,0,7500,0,black,Bachelors,New Hampshire,Cluster 2
20170403170754,57,1,0,60000,1,white,Masters,Michigan,Cluster 5
20170504171702,59,1,0,100000,1,white,Masters,Florida,Cluster 5
20170504172045,51,2,1,10000,0,white,Did not graduate from HS,Florida,Cluster 5
20170604170571,34,1,0,75000,1,white,Masters,Michigan,Cluster 2
20170604170690,40,2,2,60000,1,white,Bachelors,Wisconsin,Cluster 5
20170604171821,70,2,0,7500,1,other,HS,Oklahoma,Cluster 3
20170605171002,38,1,2,100000,1,white,Some college,Missouri,Cluster 5
20170605172064,19,2,0,20000,0,white,Some college,Tennessee,Cluster 3
20170605172550,58,2,0,12500,0,black,Did not graduate from HS,South Carolina,Cluster 3
20170706170667,37,2,0,75000,0,white,Bachelors,Rhode Island,Cluster 3
20170706172482,80,2,0,10000,0,white,Some college,New York,Cluster 1
20170806171010,70,1,0,20000,1,white,HS,Idaho,Cluster 1
20170807171119,39,1,0,75000,0,white,Doctoral,New Jersey,Cluster 2
20170807171458,27,2,1,100000,0,white,Bachelors,Wyoming,Cluster 5
20170807172048,38,2,0,30000,1,asian,Bachelors,Nevada,Cluster 1
20170807172423,28,2,0,75000,0,white,NA,Florida,Cluster 2
20170807172438,45,1,1,0,1,other,HS,New Jersey,Cluster 3
20170808171677,63,1,0,100000,1,white,HS,Kansas,Cluster 5
20170907170675,17,2,1,150000,0,black,Did not graduate from HS,Illinois,Cluster 4
20170907170750,50,1,0,150000,0,white,Bachelors,Georgia,Cluster 5
20170908170040,25,1,0,60000,0,asian,Bachelors,Hawaii,Cluster 1
20170908171249,16,1,3,15000,0,white,Did not graduate from HS,Texas,Cluster 4
20170908172162,21,1,0,100000,0,white,Some college,New York,Cluster 4
20170909170574,25,1,0,40000,0,asian,Bachelors,Massachusetts,Cluster 4
20171009170597,80,2,0,60000,0,white,Some college,Texas,Cluster 3
20171009171916,71,1,0,75000,1,white,Bachelors,California,Cluster 3
20171009171920,44,2,0,60000,0,white,Masters,Minnesota,Cluster 5
20171009172216,24,1,0,40000,0,white,Bachelors,Illinois,Cluster 4
20171110170797,55,1,0,75000,0,white,Some college,Minnesota,Cluster 5
20171110171931,54,2,1,40000,1,white,HS,Virginia,Cluster 5
20171110172182,24,1,0,40000,1,other,Bachelors,California,Cluster 4
20171110172501,76,1,0,35000,1,black,Some college,North Carolina,Cluster 6
20171210171498,16,1,1,100000,0,white,Did not graduate from HS,Pennsylvania,Cluster 4
20171211171282,27,2,2,40000,1,white,Some college,New Jersey,Cluster 3
20171211171298,17,1,1,20000,0,white,Did not graduate from HS,New York,Cluster 4
20171211171700,59,2,0,7500,0,white,HS,Florida,Cluster 3
20171211172273,17,1,1,100000,0,white,Did not graduate from HS,New Jersey,Cluster 1
20171211172384,54,2,0,60000,1,white,HS,Florida,Cluster 5
20171212171961,41,2,5,75000,1,white,Some college,Indiana,Cluster 1
20180101181208,85,2,0,0,0,white,Did not graduate from HS,California,Cluster 1
20180201180670,16,2,4,75000,0,white,Did not graduate from HS,Wisconsin,Cluster 4
20180201180772,43,2,1,50000,1,white,Some college,Texas,Cluster 5
20180201181274,34,1,1,40000,0,white,HS,Ohio,Cluster 1
20180202182202,22,2,0,100000,0,white,Some college,Michigan,Cluster 4
20180212170126,85,2,0,40000,0,white,HS,Massachusetts,Cluster 3
20180212171532,20,2,2,150000,0,white,Some college,Oregon,Cluster 4
20180212171640,20,2,0,100000,0,white,HS,Connecticut,Cluster 4
20180212171804,53,2,0,150000,0,white,Masters,Pennsylvania,Cluster 2
20180301181183,17,2,3,40000,0,white,Did not graduate from HS,Idaho,Cluster 4
20180302180179,85,2,0,10000,0,white,Did not graduate from HS,Maryland,Cluster 6
20180302180788,58,2,0,15000,0,white,Some college,Washington,Cluster 2
20180302181323,36,1,0,0,0,asian,Doctoral,Texas,Cluster 2
20180302182418,47,2,0,100000,1,white,Some college,New York,Cluster 5
20180403180514,76,1,0,10000,1,white,Some college,Alabama,Cluster 6
20180504180584,18,1,1,75000,0,asian,NA,Utah,Cluster 4
20180504182020,18,1,0,60000,0,white,NA,California,Cluster 4
20180604182061,60,2,0,150000,0,other,Masters,Michigan,Cluster 4
20180706181890,62,2,0,100000,1,white,Some college,California,Cluster 3
20180806182397,19,2,1,150000,0,white,Some college,Ohio,Cluster 2
20180807180526,53,1,1,75000,1,other,Some college,Colorado,Cluster 2
20180807181217,15,2,2,60000,0,white,Did not graduate from HS,California,Cluster 4
20180808180834,45,1,1,150000,1,white,Bachelors,Ohio,Cluster 2
20180908180051,43,1,1,60000,1,black,HS,Michigan,Cluster 5
20180908180548,24,2,2,60000,1,white,Some college,Indiana,Cluster 6
20180908181426,80,2,0,15000,1,white,HS,Ohio,Cluster 1
20181009180558,61,2,0,20000,0,white,HS,Massachusetts,Cluster 2
20181009180830,23,1,0,25000,0,asian,Some college,Arizona,Cluster 4
20181009181576,29,2,2,30000,1,white,HS,Pennsylvania,Cluster 6
20181111181082,65,2,0,100000,1,white,Doctoral,Illinois,Cluster 3
20181211180627,17,1,2,40000,0,white,Did not graduate from HS,Massachusetts,Cluster 4
20181211180680,62,1,0,50000,1,white,Bachelors,Arizona,Cluster 6
20181211181475,27,2,0,100000,1,white,Bachelors,Arizona,Cluster 2
20181211182218,65,2,0,50000,1,black,Bachelors,Florida,Cluster 3
